9.478448867797851562e+00,9.266684532165527344e+00,9.286292076110839844e+00,9.294135093688964844e+00,9.286292076110839844e+00,9.333351135253906250e+00,9.262763023376464844e+00,9.325508117675781250e+00,9.282370567321777344e+00,9.317665100097656250e+00,9.317665100097656250e+00,9.309822082519531250e+00,9.345116615295410156e+00,9.278449058532714844e+00,9.360801696777343750e+00,9.282370567321777344e+00,9.325508117675781250e+00,9.301978111267089844e+00,9.278449058532714844e+00,9.321585655212402344e+00,9.250997543334960938e+00,9.333350181579589844e+00,9.266683578491210938e+00,9.313742637634277344e+00,9.286291122436523438e+00,9.258840560913085938e+00,9.329429626464843750e+00,9.270605087280273438e+00
9.298056602478027344e+00,9.149037361145019531e+00,9.196096420288085938e+00,9.203939437866210938e+00,9.192174911499023438e+00,9.243154525756835938e+00,9.180410385131835938e+00,9.239233016967773438e+00,9.176488876342773438e+00,9.215703964233398438e+00,9.207860946655273438e+00,9.207860946655273438e+00,9.247076034545898438e+00,9.196096420288085938e+00,9.258840560913085938e+00,9.207860946655273438e+00,9.254919052124023438e+00,9.227468490600585938e+00,9.227468490600585938e+00,9.258840560913085938e+00,9.184330940246582031e+00,9.258840560913085938e+00,9.180409431457519531e+00,9.223546981811523438e+00,9.200016975402832031e+00,9.192173957824707031e+00,9.247076034545898438e+00,9.172566413879394531e+00
9.341195106506347656e+00,9.254920005798339844e+00,9.294135093688964844e+00,9.313743591308593750e+00,9.309823036193847656e+00,9.380410194396972656e+00,9.345116615295410156e+00,9.388253211975097656e+00,9.360802650451660156e+00,9.396096229553222656e+00,9.388253211975097656e+00,9.400017738342285156e+00,9.419625282287597656e+00,9.407860755920410156e+00,9.470605850219726562e+00,9.407859802246093750e+00,9.474526405334472656e+00,9.411781311035156250e+00,9.431388854980468750e+00,9.435310363769531250e+00,9.333350181579589844e+00,9.403938293457031250e+00,9.309821128845214844e+00,9.345114707946777344e+00,9.345115661621093750e+00,9.360800743103027344e+00,9.384330749511718750e+00,9.372566223144531250e+00
9.356881141662597656e+00,9.270606040954589844e+00,9.321586608886718750e+00,9.317665100097656250e+00,9.305900573730468750e+00,9.372567176818847656e+00,9.345116615295410156e+00,9.411782264709472656e+00,9.349038124084472656e+00,9.415703773498535156e+00,9.396096229553222656e+00,9.400017738342285156e+00,9.443154335021972656e+00,9.427468299865722656e+00,9.494134902954101562e+00,9.490213394165039062e+00,9.501977920532226562e+00,9.490213394165039062e+00,9.490212440490722656e+00,9.458840370178222656e+00,9.360800743103027344e+00,9.419624328613281250e+00,9.337271690368652344e+00,9.360800743103027344e+00,9.356880187988281250e+00,9.349037170410156250e+00,9.388252258300781250e+00,9.372566223144531250e+00
9.372567176818847656e+00,9.274527549743652344e+00,9.333351135253906250e+00,9.325508117675781250e+00,9.313743591308593750e+00,9.356880187988281250e+00,9.329429626464843750e+00,9.388253211975097656e+00,9.329428672790527344e+00,9.388253211975097656e+00,9.380409240722656250e+00,9.384330749511718750e+00,9.431389808654785156e+00,9.407859802246093750e+00,9.486291885375976562e+00,9.490213394165039062e+00,9.521585464477539062e+00,9.482369422912597656e+00,9.494133949279785156e+00,9.474526405334472656e+00,9.305899620056152344e+00,9.415703773498535156e+00,9.298056602478027344e+00,9.325508117675781250e+00,9.321586608886718750e+00,9.333351135253906250e+00,9.372567176818847656e+00,9.333351135253906250e+00
9.447075843811035156e+00,9.372566223144531250e+00,9.392174720764160156e+00,9.411782264709472656e+00,9.407860755920410156e+00,9.443154335021972656e+00,9.431389808654785156e+00,9.470605850219726562e+00,9.450997352600097656e+00,9.498056411743164062e+00,9.490214347839355469e+00,9.501978874206542969e+00,9.568645477294921875e+00,9.533350944519042969e+00,9.623546600341796875e+00,9.556880950927734375e+00,9.631389617919921875e+00,9.545115470886230469e+00,9.517664909362792969e+00,9.564723014831542969e+00,9.388252258300781250e+00,9.490213394165039062e+00,9.372566223144531250e+00,9.372566223144531250e+00,9.407860755920410156e+00,9.415704727172851562e+00,9.454919815063476562e+00,9.419625282287597656e+00
9.360801696777343750e+00,9.262763023376464844e+00,9.313742637634277344e+00,9.298056602478027344e+00,9.250998497009277344e+00,9.309821128845214844e+00,9.266684532165527344e+00,9.325508117675781250e+00,9.278449058532714844e+00,9.325508117675781250e+00,9.321585655212402344e+00,9.349037170410156250e+00,9.411782264709472656e+00,9.388252258300781250e+00,9.474527359008789062e+00,9.482369422912597656e+00,9.505899429321289062e+00,9.486291885375976562e+00,9.482370376586914062e+00,9.458840370178222656e+00,9.419626235961914062e+00,9.450997352600097656e+00,9.325507164001464844e+00,9.325508117675781250e+00,9.298056602478027344e+00,9.274527549743652344e+00,9.333351135253906250e+00,9.294135093688964844e+00
9.458841323852539062e+00,9.380410194396972656e+00,9.407861709594726562e+00,9.431389808654785156e+00,9.431389808654785156e+00,9.462761878967285156e+00,9.427468299865722656e+00,9.466683387756347656e+00,9.443155288696289062e+00,9.513742446899414062e+00,9.474526405334472656e+00,9.482370376586914062e+00,9.560801506042480469e+00,9.498056411743164062e+00,9.627469062805175781e+00,9.525507926940917969e+00,9.627469062805175781e+00,9.619625091552734375e+00,9.647075653076171875e+00,9.705900192260742188e+00,9.466685295104980469e+00,9.580409049987792969e+00,9.396096229553222656e+00,9.392173767089843750e+00,9.419624328613281250e+00,9.411782264709472656e+00,9.450996398925781250e+00,9.450997352600097656e+00
9.380410194396972656e+00,9.243155479431152344e+00,9.317666053771972656e+00,9.309822082519531250e+00,9.282370567321777344e+00,9.333351135253906250e+00,9.298057556152343750e+00,9.364723205566406250e+00,9.305899620056152344e+00,9.329429626464843750e+00,9.298057556152343750e+00,9.305899620056152344e+00,9.396096229553222656e+00,9.435311317443847656e+00,9.482370376586914062e+00,9.443155288696289062e+00,9.572566986083984375e+00,9.501977920532226562e+00,9.494135856628417969e+00,9.517663955688476562e+00,9.372566223144531250e+00,9.486291885375976562e+00,9.364722251892089844e+00,9.352957725524902344e+00,9.360800743103027344e+00,9.372566223144531250e+00,9.384330749511718750e+00,9.325507164001464844e+00
9.439232826232910156e+00,9.341194152832031250e+00,9.388254165649414062e+00,9.352958679199218750e+00,9.325508117675781250e+00,9.384330749511718750e+00,9.282371520996093750e+00,9.352958679199218750e+00,9.305900573730468750e+00,9.372567176818847656e+00,9.380409240722656250e+00,9.380409240722656250e+00,9.466684341430664062e+00,9.458841323852539062e+00,9.592174530029296875e+00,9.466684341430664062e+00,9.635312080383300781e+00,9.588253021240234375e+00,9.592175483703613281e+00,9.694135665893554688e+00,9.474527359008789062e+00,9.552958488464355469e+00,9.490213394165039062e+00,9.470605850219726562e+00,9.431388854980468750e+00,9.435310363769531250e+00,9.454918861389160156e+00,9.419624328613281250e+00
